name,province,district,address,hospital_type,image_url,latitude,longitude,source
Anjali Policlini P.V.T 1 Lalbandhi MP,Madhesh,Sarlahi,,clinic,,27.070513,85.58625,HDX_OSM
Janaki Health Care Center 8 Lalbandhi MP,Madhesh,Sarlahi,,clinic,,27.053053,85.632889,HDX_OSM
Primari Health Clinic 11 Lalbandhi MP,Madhesh,Sarlahi,,clinic,,27.079828,85.641849,HDX_OSM
Gaubal Maitri Hospital 7 Lalbandhi MP,Madhesh,Sarlahi,,hospital,,27.054416,85.629937,HDX_OSM
Narayankhola Health Post 14 Lalbandhi MP,Madhesh,Sarlahi,,clinic,,27.147083,85.700378,HDX_OSM
Sarlahi Health Care Nawalpur 1 Lalbandhi MP,Madhesh,Sarlahi,,clinic,,27.07094,85.58593,HDX_OSM
Gadimai Hospital P.V.T 6 Lalbandhi MP,Madhesh,Sarlahi,,hospital,,27.051674,85.637589,HDX_OSM
Anamika Health Care P.V.T 1 Lalbandhi MP,Madhesh,Sarlahi,,clinic,,27.070187,85.586594,HDX_OSM
तोषि स्वास्थ्य चौकी,Sudurpashchim,Achham,,clinic,,28.987621,81.363396,HDX_OSM
बाटुलासैन स्वास्थ्य चैकि बाटुलासैन,Sudurpashchim,Achham,,clinic,,29.177195,81.427111,HDX_OSM
Geta Swasthye Chauki,Sudurpashchim,Kailali,,hospital,,28.779592,80.555718,HDX_OSM
"Universal College of Medical Sciences Teaching Hospital,Ranigaun",Lumbini,Rupandehi,,clinic,,27.487685,83.447049,HDX_OSM
Universal College of Medical Sciences,Lumbini,Rupandehi,,hospital,,27.489121,83.448667,HDX_OSM
Deurali Health Post,Gandaki,Gorkha,,clinic,,27.939939,84.523507,HDX_OSM
Nareswor Health Post,Gandaki,Gorkha,,clinic,,28.025145,84.630288,HDX_OSM
Kokhe Ale Health Center,Gandaki,Gorkha,,clinic,,28.025545,84.66828,HDX_OSM
"मुडकेचुला गाउँपालिका स्वास्थ्य शाखा, डोल्पा",Karnali,Dolpa,,clinic,,29.05395,82.517576,HDX_OSM
"सर्मी स्वास्थ्य चौकी, डोल्पा",Karnali,Dolpa,,clinic,,29.069238,82.472752,HDX_OSM
"गाडापारी सामुदायिक स्वास्थ्य चौकी, डोल्पा",Karnali,Dolpa,,clinic,,29.081264,82.488134,HDX_OSM
सामुदायिक स्वास्थ्य इकाई,Karnali,Dolpa,,clinic,,28.914097,82.810712,HDX_OSM
"स्वास्थ्य सेवा कार्यालय, दुनई-डोल्पा",Karnali,Dolpa,,clinic,,28.955324,82.892887,HDX_OSM
स्वास्थ्य चौकी कार्यालय परीला डोल्पा,Karnali,Dolpa,,clinic,,28.983399,82.899337,HDX_OSM
Bright Smile Dental Clinic,Bagmati,Kathmandu,,dentist,,27.716132,85.324723,HDX_OSM
Aadharbhut Healthcare,Lumbini,Nawalparasi,,clinic,,27.575588,84.101719,HDX_OSM
Aadharbhut Health Post Center Kudhauli,Lumbini,Nawalparasi,,clinic,,27.657545,84.1735,HDX_OSM
Aadharbhut Health Post,Lumbini,Nawalparasi,,clinic,,27.621431,84.125107,HDX_OSM
Adharbhut Swasthya Sewa Kendra,Lumbini,Nawalparasi,,clinic,,27.626495,84.145409,HDX_OSM
Kumarbarti Health Post,Lumbini,Nawalparasi,,clinic,,27.577982,84.087765,HDX_OSM
Aadharbhut Health Center Dasghare,Lumbini,Nawalparasi,,clinic,,27.664165,84.120219,HDX_OSM
Aadharbhut Health Center Subarna Tole,Lumbini,Nawalparasi,,clinic,,27.634744,84.123649,HDX_OSM
Aadharbhut Health Centre Belchowk,Lumbini,Nawalparasi,,clinic,,27.655895,84.13147,HDX_OSM
खोरमोर सामुदायिक शहरी स्वास्थ्य सेवा केन्द्र शितगङ्गा नगरपालिका-१४ खोरमोर अर्घाखाँची,Lumbini,Rupandehi,,hospital,,27.751823,83.237495,HDX_OSM
मुसिवान स्वास्थ ईकाइ शितगङ्गा नगरपालिका-१३ मुसिवान,Lumbini,Kapilbastu,,hospital,,27.783941,83.132233,HDX_OSM
हर्रे,,Arghakhanchi,,hospital,,27.838987,82.974968,HDX_OSM
सिद्द्धारा स्वास्थ चौकी,,Arghakhanchi,,hospital,,27.857264,82.9729,HDX_OSM
अर्घाखाँचि हस्पिटल प्रालि,,Arghakhanchi,,hospital,,27.977047,83.124077,HDX_OSM
पणेना sth,,Arghakhanchi,,hospital,,27.87003,83.30273,HDX_OSM
सामुदायिक स्वास्थ ईकाइ भर्तापुर,,Arghakhanchi,,hospital,,27.84308,83.21676,HDX_OSM
ह्रराबोट,,Arghakhanchi,,hospital,,27.89691,83.29575,HDX_OSM
Maidan Health post,,Arghakhanchi,,hospital,,27.90137,83.23891,HDX_OSM
Patauti Health post,,Arghakhanchi,,hospital,,27.87941,83.24547,HDX_OSM
पाली स्वास्थ्य चौकी पाणिनी 8,,Arghakhanchi,,hospital,,27.92734,83.22826,HDX_OSM
गोखुङ्गा स्वास्थ्य चौकी मालारानी-९,,Arghakhanchi,,hospital,,28.08786,83.015,HDX_OSM
मरेङ स्वास्थ्य चौकि,,Arghakhanchi,,hospital,,28.05034,83.19129,HDX_OSM
खनदह स्वास्थ चौकी,,Arghakhanchi,,hospital,,28.05882,83.12608,HDX_OSM
अाधारभूत स्वास्थ्य सेवा केन्द्र,Lumbini,Nawalparasi,,hospital,,27.599051,83.659035,HDX_OSM
स्वाठी स्वास्थ्य चाैकी,Lumbini,Nawalparasi,,hospital,,27.567654,83.651871,HDX_OSM
सामुदायिक स्वास्थ्य ईकाइ,Lumbini,Nawalparasi,,hospital,,27.49896,83.67337,HDX_OSM
jagarnathpur prathamik kendra,Lumbini,Nawalparasi,,hospital,,27.468624,83.785652,HDX_OSM
Baidauli health post,Lumbini,Nawalparasi,,hospital,,27.402618,83.771355,HDX_OSM
guthisuryapura health post,Lumbini,Nawalparasi,,hospital,,27.423572,83.789444,HDX_OSM
Kushma Health Post-Kushma,Lumbini,Nawalparasi,,hospital,,27.470152,83.686264,HDX_OSM
Asharbhut swasthe kendra,Lumbini,Nawalparasi,,hospital,,27.446035,83.857819,HDX_OSM
Nepal Pariwar Niyojan Sangh Palhinandan-1Rampurawa,Lumbini,Nawalparasi,,hospital,,27.437119,83.70092,HDX_OSM
स्वास्थ्य चाैकि करेटि,Lumbini,Rolpa,,clinic,,28.27976,82.54335,HDX_OSM
आधारभूत स्वास्थ्य केन्द्र,Lumbini,Rolpa,,clinic,,28.411066,82.383148,HDX_OSM
Adhar Bhut Health Center Kukur Gare,Lumbini,Rolpa,,clinic,,28.403395,82.38298,HDX_OSM
आधारभुत स्वास्थ्य केन्द्र,Lumbini,Rolpa,,clinic,,28.406103,82.479904,HDX_OSM
स्वास्थ्य चौकी तालाबाङ्ग,Lumbini,Rolpa,,clinic,,28.429153,82.484741,HDX_OSM
Samudaik Health Post,Lumbini,Rolpa,,clinic,,28.405434,82.825874,HDX_OSM
Swasthya Chauki Gaam,Lumbini,Rolpa,,clinic,,28.363958,82.85833,HDX_OSM
"Samudayik Swasthya Ikae Kendra , Jelgung Gaam",Lumbini,Rolpa,,clinic,,28.37574,82.8854,HDX_OSM
"Aadharbhut Swasthya Sewa Kendra, Basa Dada",Lumbini,Rolpa,,clinic,,28.3829,82.87686,HDX_OSM
जेल्बाङ स्वाथ्य चौकी,Lumbini,Rolpa,,clinic,,28.379828,82.743988,HDX_OSM
सामुदायिक स्वास्थ्य इकाई भुमिकास्थान-०३थारपाईला,,Arghakhanchi,,hospital,,28.023216,83.05999,HDX_OSM
आधारभुत स्वास्थ्य सेवा केन्द्र भुमिकास्थान-३ सिख्र,,Arghakhanchi,,hospital,,28.024038,83.037521,HDX_OSM
नागरिक आरोग्य सेवा केन्द्र,,Arghakhanchi,,hospital,,27.973381,83.076859,HDX_OSM
देउराली आधारभुत स्वास्थ केन्द्र,,Arghakhanchi,,hospital,,27.897566,83.024483,HDX_OSM
खयरभट्टि शहरी स्वास्थ केन्द्र,Lumbini,Kapilbastu,,hospital,,27.746421,82.929796,HDX_OSM
आधारभुत स्वास्थ केन्द्र,,Arghakhanchi,,hospital,,27.844122,82.787743,HDX_OSM
किमडाडा स्वास्थ चौकी,,Arghakhanchi,,hospital,,27.994572,83.077721,HDX_OSM
डिभर्ना आयुर्वेद औषधालाय,,Arghakhanchi,,hospital,,27.998058,83.152687,HDX_OSM
झडि आधारभुत स्वास्थ केन्द्र,,Arghakhanchi,,hospital,,27.997082,83.153915,HDX_OSM
डिभर्ना स्वास्थ चौकी,,Arghakhanchi,,hospital,,28.011019,83.147255,HDX_OSM
अर्घाखाँची पोलिक्लिनिक,,Arghakhanchi,,hospital,,27.975516,83.126582,HDX_OSM
बाँके ढेाडेनि शहरि स्वास्थ्य इकाई,,Arghakhanchi,,hospital,,27.80596,82.95652,HDX_OSM
अर्घा स्वास्थ्य चैाकि,,Arghakhanchi,,hospital,,28.021589,83.098206,HDX_OSM
गाउँ घर क्लनिक,,Arghakhanchi,,hospital,,27.946615,83.128204,HDX_OSM
रमेश मेडिकल हल,,Arghakhanchi,,hospital,,27.974436,83.126419,HDX_OSM
फुलपाति हंसपुर आधारभूत स्वास्थ्य सेवा केन्द्र,,Arghakhanchi,,hospital,,28.07809,83.0477,HDX_OSM
बागि स्वास्थ्य चैाकि,,Arghakhanchi,,hospital,,28.04107,83.09048,HDX_OSM
आधारभुत स्वास्थ सेवा केन्द्र दुन्दुरुक,,Arghakhanchi,,hospital,,27.952942,83.232918,HDX_OSM
प्राथमिक स्वास्थ केन्द्र बल्कोट,,Arghakhanchi,,hospital,,27.96702,83.24118,HDX_OSM
ठुलापोखरा स्वास्थ चौकी,,Arghakhanchi,,hospital,,28.00839,83.196831,HDX_OSM
केरुङ्गा स्वास्थ्य चौकी,,Arghakhanchi,,hospital,,27.986765,83.22361,HDX_OSM
अर्घातोस स्वास्थ्य चौकि,,Arghakhanchi,,hospital,,28.035463,83.195068,HDX_OSM
भगवति स्वास्थ्य चौकि,,Arghakhanchi,,hospital,,28.040836,83.221855,HDX_OSM
मथुरा आधारभुत स्वस्थ्य ईकाइ स.न.पा.-५ अर्घाखाँची,,Arghakhanchi,,hospital,,27.968597,83.189858,HDX_OSM
sitapur sausty chauki,,Arghakhanchi,,hospital,,27.874874,83.1204,HDX_OSM
प्राथमिक स्वास्थ्य केन्द्र शिनपा-३ठाडा,,Arghakhanchi,,hospital,,27.860899,83.093069,HDX_OSM
धारपाहिला स्वास्थ चौकि,,Arghakhanchi,,hospital,,27.85927,83.039757,HDX_OSM
चाबेनेटा सामुदायिक सहरी स्वास्थ्य केन्द्र शिनपा -११,Lumbini,Dang,,hospital,,27.793085,82.867569,HDX_OSM
somani health post,Lumbini,Nawalparasi,,hospital,,27.444752,83.777817,HDX_OSM
tilkpur health post,Lumbini,Nawalparasi,,hospital,,27.560131,83.733749,HDX_OSM
Harpur Health Post-Palhinandan-2Harpur,Lumbini,Nawalparasi,,hospital,,27.443714,83.69101,HDX_OSM
narsahi helth post,Lumbini,Nawalparasi,,hospital,,27.422311,83.849012,HDX_OSM
sarawal swasthe chauki,Lumbini,Nawalparasi,,hospital,,27.504936,83.729347,HDX_OSM
Aadharbhoot swasthya sewa kendra,Lumbini,Nawalparasi,,hospital,,27.539551,83.675209,HDX_OSM
Thulo khairetwa swathye chauki,Lumbini,Nawalparasi,,hospital,,27.436739,83.7658,HDX_OSM
Janata Clinic Palhinandan-2,Lumbini,Nawalparasi,,hospital,,27.441804,83.69367,HDX_OSM
Germi health post,Lumbini,Nawalparasi,,hospital,,27.458708,83.653427,HDX_OSM
Rampurawa Health Post Palhinandan-1Rampurawa,Lumbini,Nawalparasi,,hospital,,27.435085,83.701286,HDX_OSM
Badachaur Health Post,Lumbini,Rolpa,,clinic,,28.261667,82.7677,HDX_OSM
Pang Swasthya Kemdra,Lumbini,Rolpa,,clinic,,28.278568,82.849197,HDX_OSM
गजुल स्वस्थ्य चौकि,Lumbini,Rolpa,,clinic,,28.294163,82.71064,HDX_OSM
खुग्री स्वास्थ चौकि,Lumbini,Rolpa,,clinic,,28.2003,82.684845,HDX_OSM
खुग्री स्वास्थ चौकी ब्रान्च गाउँ घर किल्निक,Lumbini,Rolpa,,clinic,,28.219416,82.648453,HDX_OSM
गोमनपानी गाउघर किल्निक,Lumbini,Rolpa,,clinic,,28.24387,82.665321,HDX_OSM
ईलाका स्वास्थ्य चौकी,Lumbini,Rolpa,,clinic,,28.206163,82.659645,HDX_OSM
आधार भुत स्वास्थ्य केन्द्र,Lumbini,Rolpa,,clinic,,28.308357,82.718498,HDX_OSM
स्वास्थ्य चाैकि उवा,Lumbini,Rolpa,,clinic,,28.431826,82.803241,HDX_OSM
आधारभूत स्वास्थ्य केन्द्र थवाङ ४ घाेरावाङ,Lumbini,Rolpa,,clinic,,28.465738,82.786217,HDX_OSM
सामुदायिक स्वास्थ्य ईकाइ केन्द्र,Lumbini,Rolpa,,clinic,,28.448311,82.670044,HDX_OSM
Ota Health Post,Lumbini,Rolpa,,clinic,,28.416199,82.437944,HDX_OSM
Rank Health Post,Lumbini,Rolpa,,clinic,,28.473583,82.458077,HDX_OSM
"स्वास्थय चौकी भाबाङ, पाछाबाङ",Lumbini,Rolpa,,clinic,,28.397234,82.54454,HDX_OSM
घर्तिगाउ स्वास्थय चौकी घर्तिगाउँ,Lumbini,Rolpa,,clinic,,28.390041,82.507667,HDX_OSM
Aadarbut Health Center Madi,Lumbini,Rolpa,,clinic,,28.388514,82.454185,HDX_OSM
Samudayak Swasthya Ikai,Lumbini,Rolpa,,clinic,,28.384422,82.483139,HDX_OSM
Phagam Health Post,Lumbini,Rolpa,,clinic,,28.311729,82.732933,HDX_OSM
कुरेली स्वास्थ चौकी,Lumbini,Rolpa,,clinic,,28.474031,82.60022,HDX_OSM
स्वास्थ्य चौकी राङ्कोट,Lumbini,Rolpa,,clinic,,28.493244,82.549782,HDX_OSM
स्वास्थ्या चौकी पाछाबाङ,Lumbini,Rolpa,,clinic,,28.521788,82.518784,HDX_OSM
प्रसुती गृह कार्यालय,Lumbini,Rolpa,,clinic,,28.49909,82.570503,HDX_OSM
राङ्सी स्वास्थ्य चौकी,Lumbini,Rolpa,,clinic,,28.439917,82.545639,HDX_OSM
"सामुदायिक स्वास्थ्य इकाई केन्द्र, ओवाङ",Lumbini,Rolpa,,clinic,,28.456877,82.518822,HDX_OSM
सामुदायीक स्वास्थ्य ईकाइ केन्द्र बागमारा रोल्पा,Lumbini,Rolpa,,clinic,,28.500919,82.53289,HDX_OSM
सामुदायिक स्वास्थ एकाई केन्द्र डाँडा गाउँ रोल्पा,Lumbini,Rolpa,,clinic,,28.456972,82.532585,HDX_OSM
आधारभुत स्वास्थ्य सेवा केन्द्र जवाङ,Lumbini,Rolpa,,clinic,,28.139767,82.586632,HDX_OSM
दुबीडाडा स्वास्थ्य चौकी,Lumbini,Rolpa,,clinic,,28.157612,82.546867,HDX_OSM
मसिना स्वास्थ्य चौकी,Lumbini,Rolpa,,clinic,,28.162754,82.570694,HDX_OSM
स्वास्थ्यचौकि जौलेपोखरी रोल्पा,Lumbini,Rolpa,,clinic,,28.189064,82.593895,HDX_OSM
बर्थिन्ङसेन्टर सैबाङ स्वास्थ्य चौकि,Lumbini,Rolpa,,clinic,,28.189417,82.542541,HDX_OSM
सामुदायिक स्वास्थ्य,Lumbini,Rolpa,,clinic,,28.237799,82.533783,HDX_OSM
Health Post Parsauni,Madhesh,Parsa,,clinic,,27.038336,84.773109,HDX_OSM
Health Post Amarptti,Madhesh,Parsa,,clinic,,27.0107,84.800041,HDX_OSM
Health Post Jhauwa Guthi,Madhesh,Parsa,,clinic,,27.022396,84.806397,HDX_OSM
Samudayik Swasthya Clinic,Madhesh,Parsa,,clinic,,27.06344,84.79705,HDX_OSM
Bahuarwa Bhata Hospital,Madhesh,Parsa,,hospital,,27.055565,84.811695,HDX_OSM
Anjali Health Clinic,Madhesh,Parsa,,clinic,,27.059566,84.793816,HDX_OSM
Bairiya Barta Health Post,Madhesh,Parsa,,clinic,,27.053404,84.778664,HDX_OSM
Motipurdhada Basic Health Center,Lumbini,Kapilbastu,,hospital,,27.686954,83.119331,HDX_OSM
Gajahada health post,Lumbini,Kapilbastu,,hospital,,27.663067,83.171158,HDX_OSM
Seauti adhar bhuit sosthaya kendra,Lumbini,Kapilbastu,,hospital,,27.648535,83.170822,HDX_OSM
Motipur Health Post,Lumbini,Kapilbastu,,hospital,,27.685533,83.138649,HDX_OSM
Laxmanghat aadharbhut health post,Lumbini,Kapilbastu,,hospital,,27.663635,83.120735,HDX_OSM
Hathausha sosata chauki,Lumbini,Kapilbastu,,hospital,,27.614561,83.151016,HDX_OSM
Kopawa health post,Lumbini,Kapilbastu,,hospital,,27.64768,83.123009,HDX_OSM
Laxmipur Kotwali Health Post,Madhesh,Bara,,clinic,,26.925158,85.106567,HDX_OSM
Kotwali Health Post,Madhesh,Bara,,clinic,,26.91892,85.109108,HDX_OSM
B.P. ENT Hospital (Netra Pratisthan),Madhesh,Bara,,hospital,,26.940416,85.155083,HDX_OSM
Inarwamal Health Care,Madhesh,Bara,,clinic,,26.946089,85.15406,HDX_OSM
Chiutaha Health Post,Madhesh,Bara,,clinic,,26.945288,85.132744,HDX_OSM
Barainiya Swashtha Chowki,Madhesh,Bara,,clinic,,26.979864,84.915115,HDX_OSM
Bishrampur Health Post,Madhesh,Bara,,clinic,,26.991354,84.895096,HDX_OSM
Singhasani Health Post,Madhesh,Bara,,clinic,,27.005041,85.174957,HDX_OSM
Piprabasatpur Health Post,Madhesh,Bara,,clinic,,26.992113,85.119652,HDX_OSM
Daurwa Health Post,Madhesh,Bara,,clinic,,26.99646,85.136808,HDX_OSM
Gadahal Health Post,Madhesh,Bara,,clinic,,27.013123,85.109047,HDX_OSM
Terchhabata Health post,Sudurpashchim,Baitadi,,clinic,,29.363276,80.295342,HDX_OSM
Nagarjun Adharbhut Health Service Center Shivanath 1 Doram,Sudurpashchim,Baitadi,,clinic,,29.358704,80.302582,HDX_OSM
Gaushalla Barthing center,Sudurpashchim,Baitadi,,clinic,,29.350269,80.287186,HDX_OSM
नागाजुन स्वास्थ्य चाैकी,Sudurpashchim,Baitadi,,clinic,,29.519026,80.382315,HDX_OSM
दुर्गाभवानी स्वस्थ्यचाैकी,Sudurpashchim,Baitadi,,clinic,,29.55947,80.472733,HDX_OSM
सहरी स्वास्थ केन्द्र द न पा सेरा,Sudurpashchim,Baitadi,,clinic,,29.594126,80.410743,HDX_OSM
Rodidewal Health Post,Sudurpashchim,Baitadi,,clinic,,29.47633,80.352257,HDX_OSM
Mahakali Health Post,Sudurpashchim,Baitadi,,clinic,,29.390024,80.292603,HDX_OSM
Girigada Health Post,Sudurpashchim,Baitadi,,clinic,,29.493805,80.367218,HDX_OSM
Pancheswor Healthpost,Sudurpashchim,Baitadi,,clinic,,29.427836,80.281265,HDX_OSM
Amchaura Health Post,Sudurpashchim,Baitadi,,clinic,,29.44136,80.329285,HDX_OSM
Nawala Nagar Health Center,Sudurpashchim,Baitadi,,hospital,,29.654667,80.7091,HDX_OSM
Sagarmatha Chaudhary Eye Hospital Rajbiraj,Madhesh,Saptari,,hospital,,26.556536,86.746612,HDX_OSM
Dr.Manoj Kumar Chaudhary (Skin Disease/Darmologist),Madhesh,Saptari,,clinic,,26.535563,86.74939,HDX_OSM
Dr. Ranjit Kumar Jha (Physician),Madhesh,Saptari,,clinic,,26.535673,86.74968,HDX_OSM
Dr.Lalan Prasad Rauniyar (Bal Rog Bishesgya),Madhesh,Saptari,,clinic,,26.535381,86.749832,HDX_OSM
Apan Poli Clinic,Madhesh,Saptari,,clinic,,26.535044,86.74823,HDX_OSM
Dr. Murali Prasad Singh (Physician),Madhesh,Saptari,,clinic,,26.535625,86.75003,HDX_OSM
Aashirvad Health Care,Madhesh,Saptari,,clinic,,26.537209,86.756378,HDX_OSM
कँडेल गाउँ स्वास्थ्य चौकी,Sudurpashchim,Bajhang,,clinic,,29.547712,81.081245,HDX_OSM
सुबिधा स्वास्थ्य चौकी,Sudurpashchim,Bajhang,,clinic,,29.53192,81.158,HDX_OSM
मझखोरी सामुदायिक स्वास्थ्य इकाइ,Sudurpashchim,Bajhang,,clinic,,29.581337,81.019676,HDX_OSM
आ स्वा मेलबिसाैना 5,Sudurpashchim,Bajhang,,clinic,,29.602112,81.313911,HDX_OSM
Dhamena H. P.,Sudurpashchim,Bajhang,,clinic,,29.608831,81.268318,HDX_OSM
मेलबिसाैना स्वा चौकी,Sudurpashchim,Bajhang,,clinic,,29.609503,81.307442,HDX_OSM
आधारभुत स्वा से के,Sudurpashchim,Bajhang,,clinic,,29.595724,81.355583,HDX_OSM
दातोला स्वा चौकी,Sudurpashchim,Bajhang,,clinic,,29.602364,81.346558,HDX_OSM
आ स्वा के,Sudurpashchim,Bajhang,,clinic,,29.618887,81.298691,HDX_OSM
सामुदायक स्वास्थ्य इकाई केन्द्र,Lumbini,Rolpa,,clinic,,28.323523,82.820374,HDX_OSM
स्युरी स्वास्थ्य चौकी सुन्छहरी रोल्पा,Lumbini,Rolpa,,clinic,,28.354631,82.812958,HDX_OSM
धवाङ् स्वास्थ्य चौकि,Lumbini,Rolpa,,clinic,,28.327951,82.666168,HDX_OSM
खुमेल स्वास्थ्य चौकि,Lumbini,Rolpa,,clinic,,28.278589,82.691544,HDX_OSM
रोल्पा पोलि क्लिनिक,Lumbini,Rolpa,,clinic,,28.305063,82.637794,HDX_OSM
गाउँघर क्लिनिक,Lumbini,Rolpa,,clinic,,28.360113,82.620583,HDX_OSM
कोतगाउ स्वास्थ्य चौकि,Lumbini,Rolpa,,clinic,,28.336546,82.578171,HDX_OSM
जनकोत स्वास्थ्य चौकि,Lumbini,Rolpa,,clinic,,28.362768,82.5914,HDX_OSM
Buddhanagar Sawastha Sanstha,Madhesh,Parsa,,clinic,,27.320377,84.653259,HDX_OSM
"Gauro Prathmik Upachar Kendra, Hulaki Rajmarg",Madhesh,Parsa,,clinic,,27.255558,84.677628,HDX_OSM
Gauro Medical,Madhesh,Parsa,,clinic,,27.267168,84.684456,HDX_OSM
Nirmal Basti Healthpost,Madhesh,Parsa,,clinic,,27.277542,84.677345,HDX_OSM
"Thori-3, New Jyoti Clinic, Thori RM",Madhesh,Parsa,,clinic,,27.305082,84.65374,HDX_OSM
"Jagarnathpur-1, Pidari Guthi Health Post, Jagarnathpur RMP",Madhesh,Parsa,,clinic,,27.158379,84.698837,HDX_OSM
"Jagarnathpur-3, Bijbaniya Health Post, Jagarnathpur RMP",Madhesh,Parsa,,clinic,,27.151819,84.709854,HDX_OSM
"Jagarnathpur-4, Health Post, Jagarnathpur RMP",Madhesh,Parsa,,clinic,,27.141458,84.720756,HDX_OSM
"Jagarnathpur-5, Health Post, Jagarnathpur RMP",Madhesh,Parsa,,clinic,,27.116985,84.737862,HDX_OSM
